Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
7469-LKBCI,1,0.3634910454040642,0,0,0,-0.6690886177852331,1,0,0,0,0,0,0,0,0,-1.5240147679735105,-0.8631834699626608,0,False,True,False,True,True,False,False
8091-TTVAX,1,0.503044934423576,0,1,0,1.0421577558197987,1,2,0,0,2,0,2,2,0,1.181757322309704,1.4990665744239262,0,True,False,True,False,True,False,False
0280-XJGEX,1,0.6425988234430879,0,0,0,0.6754621043330061,1,2,0,2,2,0,2,2,1,1.2931128075977727,1.2145888969272465,1,True,False,False,False,False,False,False
5129-JLPIS,1,0.7821527124625998,0,0,0,-0.3023929662984406,1,0,2,0,2,2,2,2,1,1.3529456056630036,0.17768805707524432,0,True,False,False,False,False,True,False
3655-SNQYZ,0,0.9217066014821116,0,1,1,1.4903413298592119,1,2,2,2,2,2,2,2,0,1.6105590417771916,2.475877681529266,0,True,False,False,True,True,False,False
8191-XWSZG,0,1.0612604905016234,0,0,0,0.797693988161937,1,0,1,1,1,1,1,1,0,-1.4675060142452372,-0.5560508161330804,0,False,True,True,False,False,False,True
9959-WOFKT,1,-1.45070951184959,0,0,1,1.5718292524118322,1,2,2,0,2,0,2,2,0,1.3928341377064908,2.2495926306793175,0,True,False,False,True,False,False,False
4190-MFLUW,0,-1.311155622830078,0,1,1,-0.9135523854430948,1,0,0,0,2,2,0,0,0,-0.3190486958265014,-0.7742621363716935,1,False,False,False,False,True,False,False
4183-MYFRB,0,-1.1716017338105662,0,0,0,-0.46536881140368175,1,0,0,2,2,0,0,2,1,0.8393807556031058,-0.18547540482207542,0,True,False,False,False,False,True,False
8779-QRDMV,1,-1.0320478447910544,1,0,0,-1.2802480369298874,0,0,0,0,2,0,0,2,1,-0.8359375902233565,-0.9898704505662146,1,False,False,False,False,False,True,False
1680-VDCWW,1,-0.8924939557715426,0,1,0,-0.8320644628904743,1,0,1,1,1,1,1,1,0,-1.495760391109374,-0.9181333687409043,0,False,True,True,False,False,False,False
1066-JKSGK,1,-0.7529400667520307,0,0,0,-1.2802480369298874,1,0,1,1,1,1,1,1,0,-1.4841262359300234,-0.9984736061356706,1,False,True,False,False,False,False,True
3638-WEABW,0,-0.6133861777325188,0,1,0,1.0421577558197987,1,2,0,2,0,2,0,0,1,-0.16281861198951006,0.5390426503656527,0,False,False,False,True,True,False,False
6322-HRPFA,1,-0.473832288713007,0,1,1,0.6754621043330061,1,0,2,2,0,2,0,0,0,-0.17279074500038175,0.3030955940300073,0,False,False,False,False,True,False,False
6865-JZNKO,0,-0.3342783996934951,0,0,0,-0.09867315991688919,1,0,2,2,0,0,0,0,1,-0.3157246514895444,-0.33208199947490835,0,False,False,False,False,False,False,False
6467-CHFZW,1,-0.19472451067398325,0,1,1,0.5939741817803856,1,2,0,2,0,0,2,2,1,1.1485168789401314,1.0879019163236925,1,True,False,False,False,False,True,False
8665-UTDHZ,1,-0.055170621654471404,0,1,1,-1.2802480369298874,0,1,0,2,0,0,0,0,0,-1.150059780065818,-0.9940396721114126,1,False,False,False,False,False,True,False
5248-YGIJN,1,0.08438326736504045,0,1,0,1.6125732136881425,1,2,2,2,2,2,2,2,1,0.8460288442770204,1.802757966025724,0,False,False,False,True,True,False,False
8773-HHUOZ,0,0.2239371563845523,0,0,1,-0.6283446565089229,1,0,0,0,0,0,2,2,1,-0.0032644838155611237,-0.5251015154562937,1,False,False,False,False,False,False,True
3841-NFECX,0,-1.45070951184959,1,1,0,1.5718292524118322,1,2,2,2,2,2,0,0,1,1.0487955488314133,1.9781299834030968,0,True,False,False,True,True,False,False
4929-XIHVW,1,-1.311155622830078,1,1,0,-1.2395040756535771,1,0,0,0,2,0,2,2,1,1.0205411719672768,-0.9272218305219706,0,True,False,False,False,True,False,False
6827-IEAUQ,0,-1.1716017338105662,0,1,1,-0.22090504374582004,1,0,2,2,2,2,0,0,0,0.044934159070319335,-0.18037968960016687,0,False,False,True,False,False,False,True
7310-EGVHZ,1,-1.0320478447910544,0,0,0,-1.2802480369298874,1,0,1,1,1,1,1,1,0,-1.4824642137615447,-0.9984515467624158,0,False,True,False,False,False,False,False
3413-BMNZE,1,-0.8924939557715426,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-0.6497911073537496,-0.9873998007616529,0,False,False,False,False,False,False,False
6234-RAAPL,0,-0.7529400667520307,0,1,1,1.6125732136881425,1,2,2,2,0,2,2,0,0,1.1667991227933967,2.1919956071104716,0,True,False,False,True,False,False,False
6047-YHPVI,1,-0.6133861777325188,0,0,0,-1.1172721918246462,1,0,0,0,0,0,0,0,1,0.1629377330323022,-0.8675512258671538,1,True,False,False,False,False,True,False
6572-ADKRS,0,-0.473832288713007,0,0,0,0.5532302205040753,1,0,0,0,2,0,0,0,1,0.3324639942171226,0.5581019488579861,0,True,False,False,False,True,False,False
5380-WJKOV,1,-0.3342783996934951,0,0,0,0.06430268518835193,1,2,0,2,2,0,2,2,1,1.3811999825271402,0.5585210769498313,1,True,False,False,False,False,True,False
8168-UQWWF,0,-0.19472451067398325,0,0,0,-0.8728084241667845,1,2,0,0,2,0,2,2,1,1.0986562138857725,-0.5196749096355598,1,True,False,False,False,False,False,False
8865-TNMNX,1,-0.055170621654471404,0,1,1,-0.9135523854430948,1,0,0,2,0,0,0,0,0,-0.5068572008645872,-0.7974906564092247,0,False,False,True,False,False,False,True
9489-DEDVP,0,0.08438326736504045,0,1,1,1.5310852911355222,1,2,2,2,0,0,2,0,1,0.14631751134751586,1.142256212024051,0,False,False,False,True,True,False,False
9867-JCZSP,0,0.2239371563845523,0,1,1,-0.6283446565089229,1,0,1,1,1,1,1,1,0,-1.4641819699082799,-0.8228368762792375,0,False,True,True,False,False,False,True
4671-VJLCL,0,0.3634910454040642,0,0,0,1.24587756220135,1,2,2,2,2,2,2,0,1,0.5003282332334644,1.1374472686544572,0,False,False,False,True,True,False,False
4080-IIARD,0,0.503044934423576,0,1,0,-0.791320501614164,1,2,2,2,0,2,2,0,1,0.3790006149345245,-0.5743600959347432,0,False,False,False,False,False,True,False
3714-NTNFO,0,0.6425988234430879,0,0,0,0.6754621043330061,1,2,0,0,0,0,0,2,1,0.6548962949019775,0.7162235363499369,0,True,False,False,False,False,True,False
5948-UJZLF,1,0.7821527124625998,0,0,0,-1.2395040756535771,1,0,0,2,0,0,0,0,0,-0.5168293338754589,-0.9645683494427119,0,False,False,False,False,False,False,True
7760-OYPDY,0,0.9217066014821116,0,0,0,-1.2395040756535771,1,0,0,0,0,0,2,0,1,0.526920587929123,-0.9437663604632323,1,True,False,False,False,False,True,False
7639-LIAYI,1,1.0612604905016234,0,0,0,0.797693988161937,1,2,2,0,0,2,2,2,1,0.4970041888965074,0.8534769567426433,0,False,False,False,True,True,False,False
2954-PIBKO,0,1.2008143795211352,0,1,1,1.4903413298592119,1,2,2,0,2,2,0,0,1,-0.021546727668825993,0.8694920617257846,0,False,False,False,True,True,False,False
8012-SOUDQ,0,-1.45070951184959,1,0,0,0.4309983366751445,1,2,0,2,0,0,2,0,1,0.8460288442770204,0.6862448480963709,0,True,False,False,False,False,True,False
9420-LOJKX,0,-1.311155622830078,0,0,0,-0.7098325790615434,1,0,2,2,0,0,2,2,1,1.1402067680977384,-0.3780537333383605,1,True,False,False,False,True,False,False
6575-SUVOI,0,-1.1716017338105662,1,1,0,-0.3023929662984406,1,2,2,0,0,2,2,0,1,0.15628964435838757,-0.23411632284938455,0,False,False,False,False,True,False,False
7495-OOKFY,0,-1.0320478447910544,1,1,0,-0.9950403079957154,1,2,0,2,0,0,0,0,1,0.526920587929123,-0.727959511909416,1,True,False,False,False,True,False,False
4667-QONEA,0,-0.8924939557715426,1,1,1,1.1236456783724194,1,0,2,2,2,2,0,2,1,0.33412601638560113,0.9587222265423222,0,False,False,True,False,True,False,False
1658-BYGOY,1,-0.7529400667520307,1,0,0,-0.5876006952326126,1,2,0,0,0,0,2,2,1,1.0188791497987983,-0.23416044159589464,1,True,False,False,False,False,True,False
8769-KKTPH,0,-0.6133861777325188,0,1,1,1.24587756220135,1,2,2,0,0,0,2,2,1,1.1584890119510036,1.7770587961836308,0,True,False,True,False,True,False,False
5067-XJQFU,1,-0.473832288713007,1,1,1,1.368109446030281,1,2,0,2,2,2,2,2,1,1.451004913603243,2.114633385105133,0,True,False,True,False,False,True,False
3957-SQXML,0,-0.3342783996934951,0,1,1,0.06430268518835193,1,2,0,0,0,0,0,0,0,-1.3245721077560746,-0.6128095835182352,0,False,True,False,True,True,False,False
5954-BDFSG,0,-0.19472451067398325,0,0,0,1.6125732136881425,1,2,0,0,2,2,2,2,1,1.419426492402149,2.457590461100858,0,True,False,False,True,True,False,False
0434-CSFON,0,-0.055170621654471404,0,1,0,0.5939741817803856,1,2,0,0,2,0,2,2,1,1.1867433888151402,1.0693499834162248,0,True,False,False,False,False,True,False
1215-FIGMP,1,0.08438326736504045,0,0,0,1.1236456783724194,1,2,0,2,0,0,2,0,1,0.8343946890976701,1.3974169824648146,0,True,False,False,False,False,False,False
0526-SXDJP,1,0.2239371563845523,0,1,0,1.6125732136881425,0,0,2,2,2,0,0,0,0,-0.7544985039679034,0.2994337380696746,0,False,False,False,True,False,False,False
0557-ASKVU,0,0.3634910454040642,0,1,1,-0.5876006952326126,1,0,0,0,2,2,0,0,1,-0.3456410505221597,-0.5851030107099358,0,False,False,True,False,True,False,False
5698-BQJOH,0,0.503044934423576,0,0,0,-0.9542963467194051,1,2,0,0,0,0,2,2,0,0.9839766842607471,-0.6291555791002016,1,True,False,False,False,False,True,False
5122-CYFXA,0,0.6425988234430879,0,0,0,-1.1987601143772668,1,0,0,2,0,2,2,2,1,0.3490842159019089,-0.8996696733264564,0,False,False,False,False,False,True,False
8627-ZYGSZ,1,-1.45070951184959,0,1,0,0.5939741817803856,1,2,0,2,0,0,0,0,1,0.4687498120323708,0.6031251296714726,0,True,False,True,False,False,True,False
3410-YOQBQ,0,-1.311155622830078,0,0,0,-0.05792919864057891,1,0,0,2,2,2,2,2,0,0.4787219450432425,0.09436980429105073,0,False,False,False,True,False,False,True
3170-NMYVV,0,-1.1716017338105662,0,1,1,0.7162060656093164,1,0,0,0,0,0,0,0,0,-1.4841262359300234,-0.5966621222955638,0,False,True,False,True,False,False,False
7410-OIEDU,1,-1.0320478447910544,0,0,0,-0.9135523854430948,1,0,2,0,2,0,0,0,1,0.5003282332334644,-0.6158758364006823,0,True,False,False,False,False,False,True
2273-QCKXA,1,-0.8924939557715426,0,0,0,-1.2802480369298874,1,0,0,0,0,2,0,0,0,-0.5234774225493735,-0.9857232883942716,0,False,False,False,False,False,False,True
0731-EBJQB,0,-0.7529400667520307,0,1,1,0.797693988161937,1,0,0,0,0,0,0,0,1,-1.4758161250876303,-0.5261824247457894,0,False,True,True,False,False,True,False
1891-QRQSA,1,-0.6133861777325188,1,1,1,1.2866215234776603,1,2,2,0,2,2,2,2,1,1.5557123102173966,2.124626281189655,0,True,False,False,True,False,False,False
8028-PNXHQ,1,-0.473832288713007,0,1,1,1.2051336009250397,1,2,0,0,0,0,0,0,1,-1.3478404181147754,-0.3788478707755411,0,False,True,False,True,False,False,False
5630-AHZIL,0,-0.3342783996934951,0,0,1,-1.1987601143772668,1,0,2,0,0,2,0,2,1,-0.009912572489475751,-0.929096877248647,0,False,False,False,False,False,False,False
2673-CXQEU,0,-0.19472451067398325,1,0,0,0.9606698332671781,1,2,2,2,2,0,2,2,0,1.5191478225108668,1.7013069084259078,0,True,False,True,False,False,True,False
6416-JNVRK,0,-0.055170621654471404,0,0,0,0.5532302205040753,1,0,0,0,0,0,0,2,0,-0.30409049631019386,0.17892338197752508,0,False,False,True,False,True,False,False
5590-ZSKRV,0,0.08438326736504045,0,1,1,-0.9950403079957154,1,0,2,2,0,0,0,0,0,-0.3373309396797665,-0.7946008785128177,0,False,False,False,False,False,False,True
0191-ZHSKZ,1,0.2239371563845523,1,0,0,-0.09867315991688919,1,0,2,2,0,0,2,2,1,0.33080197204864403,-0.07588443849115852,0,False,False,False,False,False,True,False
3887-PBQAO,0,0.3634910454040642,0,1,1,0.512486259227765,1,2,1,1,1,1,1,1,1,-1.2929936865549807,-0.47061486351640547,0,False,True,True,False,True,False,False
5919-TMRGD,0,0.503044934423576,0,0,1,-1.2802480369298874,1,0,0,0,0,0,2,0,1,0.48370801154867815,-0.9723553082017324,1,True,False,False,False,False,True,False
8108-UXRQN,0,0.6425988234430879,0,1,1,-0.8728084241667845,0,0,2,0,0,0,2,2,0,-0.47361675749501453,-0.757938200162982,0,False,False,False,False,False,True,False
9191-MYQKX,0,0.7821527124625998,0,1,0,-1.0357842692720256,1,0,0,0,2,0,0,0,1,0.3440981493964733,-0.7881374821490981,1,True,False,False,False,False,False,False
9919-YLNNG,0,-1.45070951184959,0,0,0,0.3902543753988342,1,0,0,2,2,2,2,2,1,1.2964368519347298,0.9018752216641471,0,True,False,False,False,False,False,False
0318-ZOPWS,0,-1.1716017338105662,0,1,0,0.6754621043330061,1,0,1,1,1,1,1,1,1,-1.4841262359300234,-0.5779337144020558,0,False,True,False,True,False,False,False
4445-ZJNMU,1,-1.0320478447910544,0,0,0,-0.9542963467194051,1,2,0,2,0,0,2,2,1,1.1468548567716528,-0.6020225499965326,0,True,False,False,False,True,False,False
4808-YNLEU,0,-0.8924939557715426,0,1,0,0.10504664646466222,1,0,2,0,0,0,2,0,1,-0.08802761440797156,-0.029934764000961456,0,False,False,True,False,False,False,False
1862-QRWPE,0,-0.7529400667520307,0,1,1,0.6347181430566958,1,0,0,0,0,0,0,0,0,-1.4675060142452372,-0.5410283829464149,0,False,True,False,True,False,False,False
2796-NNUFI,0,-0.6133861777325188,0,1,1,0.5532302205040753,1,0,1,1,1,1,1,1,1,-1.4907743246039378,-0.5983386346629451,0,False,True,False,True,False,False,True
3016-KSVCP,1,-0.473832288713007,0,1,0,-0.13941712119319946,0,0,0,0,0,0,2,0,0,-1.0320562061038352,-0.5620950844049546,0,False,False,False,False,False,False,True
4767-HZZHQ,1,-0.3342783996934951,0,1,1,-0.09867315991688919,1,0,0,2,2,0,0,0,0,0.5734572086465244,0.1265764892433733,0,True,False,False,False,False,False,False
2424-WVHPL,1,-0.19472451067398325,1,0,0,-1.2802480369298874,1,0,0,0,0,2,0,0,0,0.32913994988016554,-0.9744068299144488,0,True,False,False,False,False,True,False
7233-PAHHL,1,-0.055170621654471404,0,1,1,1.368109446030281,1,2,2,0,2,2,2,2,1,0.6382760732171912,1.5136919388920012,0,False,False,False,True,False,False,True
6067-NGCEU,0,0.08438326736504045,0,0,0,1.3273654847539706,1,2,2,2,2,0,2,2,1,1.5374300663641316,2.128155780910457,0,True,False,False,False,True,False,False
9848-JQJTX,1,0.2239371563845523,0,0,0,1.6125732136881425,1,2,0,2,2,0,2,2,1,1.2000395661629695,2.283475827999021,0,True,False,False,True,False,False,False
8637-XJIVR,0,0.3634910454040642,0,0,0,-0.8320644628904743,1,2,2,0,0,0,0,0,1,0.47041183420084937,-0.59822833779667,1,True,False,False,False,False,True,False
9803-FTJCG,1,0.503044934423576,0,1,1,1.5718292524118322,1,2,2,2,0,2,0,0,1,0.06820246942901982,1.0877033819643973,0,False,False,True,False,True,False,False
0278-YXOOG,1,0.6425988234430879,0,0,0,-1.1172721918246462,1,0,1,1,1,1,1,1,0,-1.4542098368974081,-0.9571343406557717,1,False,True,False,False,False,False,True
3212-KXOCR,1,0.7821527124625998,0,0,0,0.797693988161937,1,0,1,1,1,1,1,1,0,-1.4558718590658866,-0.5188807721983792,0,False,True,False,True,False,False,False
4598-XLKNJ,0,0.9217066014821116,1,1,0,-0.3023929662984406,1,0,1,2,2,0,2,2,1,1.1202625020759949,0.10200234743728616,1,True,False,False,False,False,True,False
6380-ARCEH,1,1.0612604905016234,0,0,0,-1.2802480369298874,1,0,1,1,1,1,1,1,0,-1.4824642137615447,-0.9984515467624158,0,False,True,False,False,False,False,True
3679-XASPY,0,-1.45070951184959,0,1,1,-1.2802480369298874,1,0,1,1,1,1,1,1,0,-1.5073945462887242,-0.998782437361241,0,False,True,False,False,False,True,False
7123-WQUHX,1,-1.311155622830078,0,0,0,0.22727853029359305,1,2,0,0,2,2,2,0,0,1.0039209502824906,0.5833819906082337,0,True,False,True,False,False,False,False
5386-THSLQ,0,-1.1716017338105662,1,1,0,1.368109446030281,0,1,0,2,2,0,2,0,0,-0.6398189743428778,0.3282212201674698,0,False,False,True,False,False,False,False
3192-NQECA,1,-1.0320478447910544,0,1,0,1.4495973685829016,1,2,0,2,2,2,2,2,1,1.5025276008260804,2.3508892726663486,1,True,False,False,True,False,False,False
6180-YBIQI,1,-0.8924939557715426,0,0,0,-1.1172721918246462,0,1,0,0,0,0,0,0,0,-1.346178395946297,-0.963156549554391,0,False,False,False,False,False,False,True
6728-DKUCO,0,-0.7529400667520307,0,1,1,1.6125732136881425,1,2,2,2,0,0,2,2,1,1.3080710071140806,2.214650583443373,0,True,False,True,False,False,True,False
9750-BOOHV,0,-0.6133861777325188,0,0,0,-0.01718523736426863,0,1,2,0,0,0,0,0,0,-1.1517218022342968,-0.5980959815571398,0,False,False,True,False,False,False,True
8597-CWYHH,1,-0.473832288713007,0,0,0,0.4309983366751445,1,2,0,0,0,0,2,2,0,0.9823146620922681,0.7226648733404015,0,True,False,True,False,False,False,True
2848-YXSMW,1,-0.3342783996934951,0,1,1,1.6125732136881425,1,0,0,0,0,0,0,0,0,-1.509056568457203,-0.4059147217594451,0,False,True,False,True,True,False,False
0486-HECZI,1,-0.19472451067398325,0,1,0,0.9199258719908678,1,2,2,2,0,0,2,0,1,1.0620917261792426,1.303973477356569,1,True,False,False,False,False,True,False
4549-ZDQYY,0,-0.055170621654471404,0,0,0,0.797693988161937,1,0,2,0,2,2,0,0,0,-0.2276374765601766,0.3348390321439745,0,False,False,True,False,True,False,False
5712-AHQNN,0,0.08438326736504045,0,0,0,0.4309983366751445,1,0,0,2,2,0,2,0,1,0.8925654649944222,0.7371358221956916,0,True,False,False,False,False,True,False
4846-WHAFZ,0,0.2239371563845523,1,1,0,0.18653456901728277,1,2,0,0,0,0,0,0,1,0.3889727479453962,0.25802829447001063,1,True,False,False,False,False,True,False
5256-SKJGO,0,0.3634910454040642,0,1,1,1.2866215234776603,0,1,0,2,0,2,2,2,1,-0.33899296184824507,0.5030417532134674,0,False,False,False,True,False,True,False
3071-VBYPO,1,0.503044934423576,0,1,1,-1.1987601143772668,1,1,2,2,0,0,2,0,0,0.8327326669291911,-0.897772567226525,0,True,False,False,False,False,True,False
9560-BBZXK,0,0.6425988234430879,0,0,0,0.1457906077409725,0,1,2,0,0,0,0,0,0,-1.1218054032016815,-0.5104320322417084,0,False,False,False,True,False,False,False
5299-RULOA,0,0.7821527124625998,0,1,1,-0.9135523854430948,1,2,2,0,0,0,2,2,1,1.178433277972747,-0.5376532988383974,1,True,False,False,False,False,True,False
8402-OOOHJ,0,0.9217066014821116,0,0,0,0.3495104141225239,1,0,1,1,1,1,1,1,0,-1.4675060142452372,-0.6389058220789184,0,False,True,False,True,False,False,True
9445-ZUEQE,1,1.0612604905016234,0,1,1,-0.22090504374582004,1,2,0,2,0,2,0,0,1,0.6781646052606785,-0.05810458364761617,0,True,False,False,False,True,False,False
1091-SOZGA,0,1.2008143795211352,0,1,1,0.9606698332671781,1,2,0,0,2,0,2,2,1,1.1634750784564392,1.4259838708300596,0,True,False,True,False,True,False,False
2928-HLDBA,0,1.3403682685406473,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,0,-1.4658439920767583,-0.957619646867382,0,False,True,False,False,False,False,True
0404-SWRVG,1,-1.45070951184959,0,0,0,-1.1987601143772668,1,2,0,0,0,0,0,0,1,0.3191678168692938,-0.9060889509436658,1,True,False,False,False,False,True,False
6497-TILVL,0,-1.311155622830078,0,1,1,-1.0357842692720256,1,0,2,0,0,0,0,0,0,-0.46863069098957844,-0.8527935051595485,0,False,False,False,False,False,False,True
7219-TLZHO,0,-1.1716017338105662,0,1,1,-1.1580161531009565,1,0,1,1,1,1,1,1,0,-1.4608579255713225,-0.9796128420026324,0,False,True,False,False,False,False,True
4622-YNKIJ,1,-1.0320478447910544,0,0,0,0.02355872391204165,1,0,2,0,0,2,2,0,1,0.802816267896576,0.32839769515350997,0,True,False,False,True,False,True,False
4412-YLTKF,0,-0.8924939557715426,1,0,0,-0.22090504374582004,1,2,0,0,2,0,0,0,1,0.44049543516823375,-0.06520770183573112,1,True,False,False,False,False,True,False
6734-PSBAW,1,-0.7529400667520307,0,1,0,1.6125732136881425,1,2,0,0,0,0,0,0,1,-1.3711087284734764,-0.24677840309776344,0,False,True,False,True,False,False,False
3930-ZGWVE,1,-0.6133861777325188,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.4974224132778524,-0.9986500811217108,0,False,True,False,False,False,False,True
2639-UGMAZ,1,-0.473832288713007,1,0,0,1.5718292524118322,0,0,2,2,0,0,2,2,1,-0.2774981416145356,0.7509229304800763,0,False,False,True,False,False,True,False
2876-GZYZC,0,-0.3342783996934951,0,0,0,-0.791320501614164,1,2,0,0,0,0,0,2,1,0.703094937787858,-0.4710339916082507,0,True,False,False,False,False,True,False
6207-WIOLX,0,-0.19472451067398325,0,1,1,-0.3023929662984406,0,1,2,2,2,0,2,2,1,-0.20603118836995443,-0.3444131891244619,1,False,False,False,False,True,False,False
8587-XYZSF,1,-0.055170621654471404,0,0,0,1.4088534073065913,1,1,0,0,0,2,0,0,0,-0.47361675749501453,0.43095172141607685,0,False,False,False,True,False,False,False
3091-FYHKI,1,0.08438326736504045,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,2,1,-0.9755474523755615,-0.991723437919636,1,False,False,False,False,False,True,False
2372-HWUHI,1,0.2239371563845523,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,-0.6797075063863649,-0.9715170520180417,1,False,False,False,False,False,True,False
7799-LGRDP,0,0.3634910454040642,0,0,0,0.4309983366751445,1,2,0,0,0,0,0,0,1,-1.2996417752288951,-0.48314458752525424,0,False,True,False,True,True,False,False
7850-VWJUU,0,0.503044934423576,0,0,0,-0.38388088885106114,1,0,2,0,0,0,0,0,1,0.3391120828910372,-0.22271162687654159,0,True,False,False,False,False,False,False
3774-VBNXY,0,0.6425988234430879,0,1,1,1.2866215234776603,1,0,1,1,1,1,1,1,0,-1.4824642137615447,-0.44363625002552154,0,False,True,False,True,False,False,True
6217-KDYWC,1,0.7821527124625998,0,0,1,1.0014137945434884,1,0,1,1,1,1,1,1,1,-1.5024084797832884,-0.4909315462842747,0,False,True,False,True,False,False,True
0390-DCFDQ,0,-1.45070951184959,1,1,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.18786806555948168,-0.9762818766411252,1,True,False,False,False,False,False,True
3146-MSEGF,0,-1.311155622830078,1,1,1,1.6125732136881425,1,2,2,2,2,2,2,2,1,0.7728998688639604,1.8275527015643613,0,False,False,False,True,True,False,False
4080-OGPJL,0,-1.1716017338105662,0,0,0,-0.9950403079957154,1,2,2,0,0,2,0,2,0,0.21113637591818266,-0.7586882188536525,1,False,False,False,False,False,True,False
1095-WGNGG,0,-1.0320478447910544,0,1,0,1.1643896396487294,1,2,0,2,0,0,2,2,1,1.205025632668405,1.6270771174227807,0,True,False,False,True,False,False,False
2636-SJDOU,1,-0.8924939557715426,0,0,0,1.2866215234776603,1,2,2,2,0,0,0,0,1,0.6482482062280629,1.3260990287313497,0,True,False,True,False,True,False,False
1131-QQZEB,1,-0.7529400667520307,1,1,0,1.5718292524118322,1,2,1,1,1,1,1,1,0,-1.3578125511256471,-0.23255010734827847,0,False,True,False,True,False,False,False
5716-EZXZN,0,-0.6133861777325188,0,1,1,1.3273654847539706,1,2,2,2,0,2,2,0,1,1.1385447459292597,1.8236040737517134,0,True,False,False,True,True,False,False
6837-BJYDQ,1,-0.473832288713007,0,0,0,-1.1987601143772668,1,0,1,1,1,1,1,1,0,-1.5024084797832884,-0.980296682573538,0,False,True,True,False,False,False,True
2135-RXIHG,1,-0.3342783996934951,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-0.6364949300059205,-0.9872233257756128,1,False,False,False,False,False,True,False
6440-DKQGE,1,-0.19472451067398325,0,0,1,-0.09867315991688919,1,0,0,2,2,0,2,0,0,-0.009912572489475751,-0.15589378528709968,0,False,False,True,False,True,False,False
3466-BYAVD,1,-0.055170621654471404,0,1,1,-0.7098325790615434,1,0,0,2,2,2,0,2,1,0.15628964435838757,-0.5346752834489703,0,False,False,False,False,False,False,True
3780-YVMFA,0,0.08438326736504045,0,1,1,-0.9950403079957154,1,0,0,0,0,2,2,2,1,0.12471122315729345,-0.7583793876280823,0,False,False,False,False,False,True,False
3874-EQOEP,1,0.2239371563845523,0,0,0,-1.0357842692720256,1,2,0,0,0,0,2,2,0,1.0039209502824906,-0.718165150184189,1,True,False,False,False,False,False,True
1679-JRFBR,0,0.3634910454040642,0,1,1,1.5310852911355222,1,2,3,2,2,0,2,2,1,1.4410327805923713,2.491495717793817,0,True,False,True,False,True,False,False
